timestamp,lat,lon,hMSL,fixType,numSV
201124.00,60.31955816666667,24.830812833333333,95.2,4,12
201125.00,60.31955816666667,24.830812833333333,95.2,4,12
201126.00,60.31955816666667,24.830812833333333,95.2,4,12
201127.00,60.31955816666667,24.830812833333333,95.2,4,12
201128.00,60.31955816666667,24.830812833333333,95.2,4,12
201129.00,60.31955816666667,24.830812833333333,95.2,4,12
201130.00,60.31955816666667,24.830812833333333,95.2,4,12
201131.00,60.31955816666667,24.830812833333333,95.2,4,12
201132.00,60.31955816666667,24.830812833333333,95.2,4,12
201133.00,60.31955816666667,24.830812833333333,95.2,4,12
201134.00,60.31955816666667,24.830812833333333,95.2,4,12
201135.00,60.31955816666667,24.830812833333333,95.2,4,12
201136.00,60.31955816666667,24.830812833333333,95.2,4,12
201137.00,60.31955816666667,24.830812833333333,95.2,4,12
201138.00,60.31955816666667,24.830812833333333,95.2,4,12
201139.00,60.31955816666667,24.830812833333333,95.2,4,12
201140.00,60.31955833333333,24.830812833333333,95.2,4,12
201141.00,60.31955816666667,24.830812833333333,95.2,4,12
201142.00,60.31955816666667,24.830812833333333,95.2,4,12
201143.00,60.31955816666667,24.830812833333333,95.2,4,12
201144.00,60.31955816666667,24.830812833333333,95.2,4,12
201145.00,60.31955816666667,24.830812833333333,95.2,4,12
201146.00,60.31955816666667,24.830812833333333,95.2,4,12
201148.00,60.31955816666667,24.830812833333333,95.2,4,12
201149.00,60.31955833333333,24.830812833333333,95.2,4,12
201151.00,60.31955816666667,24.830812833333333,95.2,4,12
201152.00,60.31955816666667,24.830812833333333,95.2,4,12
201153.00,60.31955816666667,24.830812833333333,95.2,4,12
201154.00,60.31955816666667,24.830812833333333,95.2,4,12
201155.00,60.31955816666667,24.830812833333333,95.2,4,12
201156.00,60.31955816666667,24.830812999999996,95.2,4,12
201157.00,60.31955816666667,24.830812999999996,95.2,4,12
201158.00,60.31955816666667,24.830812833333333,95.2,4,12
201159.00,60.31955816666667,24.830812833333333,95.2,4,12
201200.00,60.31955816666667,24.830812833333333,95.2,4,12
201201.00,60.31955816666667,24.830812833333333,95.2,4,12
201202.00,60.31955816666667,24.830812833333333,95.2,4,12
201203.00,60.31955816666667,24.830812833333333,95.2,4,12
201204.00,60.31955816666667,24.830812833333333,95.2,4,12
201205.00,60.31955816666667,24.830812833333333,95.2,4,12
201206.00,60.31955816666667,24.830812833333333,95.2,4,12
201207.00,60.31955816666667,24.830812833333333,95.2,4,12
201208.00,60.31955816666667,24.830812833333333,95.2,4,12
201209.00,60.31955816666667,24.830812833333333,95.2,4,12
201210.00,60.31955816666667,24.830812833333333,95.2,4,12
201211.00,60.31955816666667,24.830812833333333,95.2,4,12
201212.00,60.31955816666667,24.830812833333333,95.2,4,12
201213.00,60.31955816666667,24.830812833333333,95.2,4,12
201214.00,60.31955816666667,24.830812833333333,95.2,4,12
201215.00,60.31955816666667,24.830812833333333,95.2,4,12
201216.00,60.31955816666667,24.830812833333333,95.2,4,12
201228.00,60.31955816666667,24.830812833333333,95.2,4,12
201229.00,60.31955816666667,24.830812833333333,95.2,4,12
201240.00,60.31955816666667,24.830812833333333,95.2,4,12
201241.00,60.31955816666667,24.830812833333333,95.2,4,12
201242.00,60.31955816666667,24.830812833333333,95.2,4,12
201243.00,60.31955816666667,24.830812833333333,95.2,4,12
201244.00,60.31955816666667,24.830812833333333,95.2,4,12
201255.00,60.31955816666667,24.830812833333333,95.2,4,12
201256.00,60.31955816666667,24.830812833333333,95.2,4,12
201257.00,60.31955816666667,24.830812833333333,95.2,4,12
201258.00,60.31955800000001,24.830812833333333,95.2,4,12
201259.00,60.31955816666667,24.830812833333333,95.2,4,12
201300.00,60.31955800000001,24.830812833333333,95.2,4,12
201301.00,60.31955800000001,24.830812833333333,95.2,4,12
201303.00,60.31955800000001,24.830812833333333,95.2,4,12
201304.00,60.31955800000001,24.830812833333333,95.2,4,12
201316.00,60.31955816666667,24.830812833333333,95.2,4,12
201317.00,60.31955800000001,24.830812833333333,95.2,4,12
201318.00,60.31955800000001,24.830812833333333,95.2,4,12
201319.00,60.31955800000001,24.830812833333333,95.2,4,12
